customer_id,product_id,sales_transaction_date,sales_amount,channel,dealership_id
10403,3,"2015-07-21 18:10:30",449.99100000000004,dealership,18
9607,8,"2017-11-11 11:56:47",629.991,dealership,10
12563,3,"2013-05-21 21:33:58",449.99100000000004,internet,NULL
15076,7,"2017-03-06 09:26:12",599.99,dealership,10
5737,7,"2019-03-01 01:14:16",599.99,internet,NULL
2056,8,"2019-04-26 12:39:04",699.99,internet,NULL
37600,7,"2017-08-11 05:05:42",599.99,internet,NULL
38698,3,"2017-10-02 00:02:50",499.99,dealership,6
21306,3,"2016-04-14 16:00:41",399.992,internet,NULL
49138,8,"2018-08-11 10:54:00",629.991,dealership,20
33594,3,"2016-10-14 05:29:37",449.99100000000004,dealership,1
14892,4,"2018-09-27 16:38:18",115000,dealership,20
8229,4,"2017-08-25 08:17:47",92000,dealership,7
47969,8,"2017-05-11 19:32:26",699.99,dealership,11
35142,7,"2019-03-31 20:01:00",599.99,dealership,7
18321,8,"2019-03-02 19:10:50",699.99,dealership,3
13960,3,"2016-02-26 01:20:00",499.99,dealership,3
34448,7,"2019-01-31 15:31:35",599.99,dealership,18
39443,7,"2017-08-29 13:40:57",599.99,internet,NULL
29527,3,"2017-09-29 22:12:33",499.99,internet,NULL
11064,3,"2015-08-29 07:35:00",499.99,dealership,1
23711,8,"2017-08-24 20:05:09",629.991,dealership,2
22631,3,"2018-08-06 17:17:01",399.992,dealership,2
39664,8,"2017-05-25 21:54:21",699.99,dealership,3
3700,7,"2017-10-31 22:53:17",599.99,internet,NULL
12436,7,"2018-04-21 14:50:58",599.99,internet,NULL
7195,7,"2017-06-10 07:55:16",599.99,internet,NULL
34370,3,"2015-10-09 08:30:17",499.99,dealership,18
38040,8,"2018-07-31 00:10:17",699.99,internet,NULL
45521,7,"2018-11-02 13:30:09",599.99,dealership,14
49418,3,"2018-02-07 06:19:00",449.99100000000004,dealership,12
49453,8,"2019-05-30 14:12:09",629.991,dealership,18
9929,3,"2013-11-08 04:14:19",499.99,internet,NULL
6099,7,"2018-10-20 01:36:06",479.992,dealership,6
16650,3,"2015-02-07 15:36:59",499.99,internet,NULL
23825,3,"2016-06-10 23:47:16",399.992,dealership,2
11230,3,"2016-08-29 00:13:55",499.99,dealership,10
1408,3,"2017-05-01 04:49:11",499.99,internet,NULL
34631,7,"2016-10-16 15:20:29",539.991,dealership,11
38312,3,"2018-12-17 09:25:15",499.99,dealership,5
40867,12,"2019-04-05 17:22:34",279.992,dealership,2
38782,3,"2014-09-14 17:34:49",499.99,internet,NULL
43195,7,"2016-12-25 00:26:56",599.99,dealership,5
40210,7,"2017-05-22 18:05:33",599.99,dealership,7
3564,3,"2018-03-30 22:04:02",499.99,dealership,5
47178,4,"2018-11-12 13:06:22",92000,internet,NULL
23619,8,"2017-12-18 07:31:09",559.9920000000001,dealership,4
3806,8,"2019-03-16 04:38:32",699.99,dealership,6
32827,8,"2017-03-24 00:25:50",699.99,internet,NULL
48460,3,"2017-07-11 19:47:21",499.99,dealership,7
33374,3,"2015-06-12 12:15:31",449.99100000000004,dealership,1
31230,8,"2019-04-20 19:59:37",559.9920000000001,internet,NULL
43072,3,"2013-05-18 03:04:01",499.99,internet,NULL
23026,4,"2018-07-01 20:09:41",115000,dealership,18
24165,7,"2016-10-15 08:30:29",599.99,dealership,3
36194,8,"2017-10-25 19:59:39",629.991,internet,NULL
18884,8,"2017-04-05 10:41:55",559.9920000000001,internet,NULL
41735,7,"2017-09-30 03:26:34",599.99,internet,NULL
5464,7,"2019-01-25 02:14:03",599.99,internet,NULL
12544,8,"2018-08-03 21:22:28",699.99,dealership,1
39353,7,"2018-11-28 21:57:40",479.992,internet,NULL
42294,3,"2018-03-15 19:47:39",499.99,dealership,11
1269,8,"2018-05-05 22:43:07",699.99,dealership,2
11770,3,"2018-06-03 09:40:31",499.99,dealership,16
23779,7,"2017-12-21 04:21:34",599.99,internet,NULL
40758,7,"2019-03-11 21:50:53",599.99,internet,NULL
30039,8,"2018-07-05 11:52:34",629.991,dealership,1
49344,7,"2018-07-20 15:15:05",599.99,dealership,1
20858,4,"2017-07-04 05:31:11",115000,dealership,7
11339,3,"2018-08-31 04:01:00",499.99,internet,NULL
16074,3,"2018-02-19 14:54:24",499.99,dealership,1
26127,8,"2018-05-17 22:46:18",629.991,dealership,7
24861,3,"2016-08-19 23:32:02",499.99,internet,NULL
20245,7,"2017-08-14 09:30:44",539.991,dealership,5
11880,8,"2018-04-05 12:16:39",699.99,internet,NULL
43615,3,"2017-05-16 02:10:47",499.99,dealership,2
18431,7,"2018-05-28 02:32:09",539.991,dealership,10
7,7,"2019-04-25 04:00:30",599.99,internet,NULL
4874,3,"2017-10-23 09:40:37",499.99,internet,NULL
31100,7,"2018-08-29 01:22:16",599.99,dealership,10
48492,8,"2018-04-29 13:29:09",559.9920000000001,internet,NULL
47030,3,"2017-07-31 04:51:43",499.99,dealership,14
11068,7,"2017-09-20 07:57:22",599.99,dealership,11
49816,3,"2016-08-19 12:50:19",499.99,dealership,20
38004,3,"2017-01-20 06:20:04",499.99,dealership,1
17921,8,"2018-04-02 14:02:05",699.99,dealership,18
17083,3,"2015-04-25 19:27:21",499.99,internet,NULL
37142,3,"2017-05-06 15:35:48",499.99,dealership,3
42778,8,"2018-07-07 07:11:30",629.991,internet,NULL
32122,12,"2019-03-10 17:25:31",349.99,internet,NULL
47122,7,"2016-11-29 22:58:39",599.99,dealership,6
25298,7,"2017-06-20 22:20:46",599.99,internet,NULL
32105,8,"2017-07-09 03:37:04",699.99,dealership,8
10902,3,"2016-05-24 04:24:17",499.99,internet,NULL
9668,3,"2014-09-21 02:28:54",449.99100000000004,internet,NULL
19308,3,"2018-01-17 02:52:55",499.99,dealership,9
498,7,"2017-11-12 20:14:41",599.99,dealership,16
1224,7,"2017-11-22 06:57:27",479.992,dealership,1
8288,3,"2016-09-20 11:29:30",499.99,dealership,11
37461,8,"2017-10-13 16:58:07",699.99,internet,NULL
10377,7,"2019-05-05 06:00:52",599.99,dealership,10
8550,3,"2017-12-02 22:01:07",399.992,dealership,5
44456,8,"2018-02-06 09:19:29",699.99,internet,NULL
30048,3,"2017-02-06 18:10:00",399.992,dealership,13
8199,8,"2017-04-03 22:30:13",699.99,dealership,1
22073,3,"2013-05-21 09:46:16",449.99100000000004,internet,NULL
35652,8,"2017-07-03 23:00:54",699.99,internet,NULL
46079,3,"2018-09-16 20:27:08",499.99,dealership,18
15360,8,"2018-07-28 02:17:16",699.99,dealership,7
32187,7,"2017-06-11 18:56:29",599.99,dealership,9
36190,3,"2018-08-27 03:06:04",499.99,internet,NULL
3050,3,"2015-05-09 23:21:56",499.99,internet,NULL
18853,3,"2016-04-07 11:11:06",449.99100000000004,dealership,7
39609,3,"2018-11-13 05:56:57",499.99,dealership,11
23328,7,"2019-01-27 21:44:22",599.99,dealership,10
36806,7,"2018-12-20 14:38:01",479.992,internet,NULL
19454,12,"2019-03-12 10:57:35",349.99,dealership,2
12610,12,"2019-04-06 16:18:58",349.99,dealership,7
27834,7,"2018-09-27 23:40:25",599.99,dealership,7
44519,3,"2016-11-23 15:02:50",499.99,dealership,19
22573,7,"2017-04-06 18:20:06",539.991,internet,NULL
44241,8,"2019-05-30 21:37:17",559.9920000000001,dealership,11
27058,3,"2013-09-16 01:12:25",399.992,internet,NULL
21801,3,"2018-06-22 17:28:09",399.992,internet,NULL
25013,3,"2014-06-18 09:18:39",499.99,internet,NULL
14642,7,"2018-07-13 22:52:20",599.99,internet,NULL
29196,3,"2017-01-30 17:35:50",499.99,internet,NULL
30661,4,"2017-12-07 01:34:52",115000,internet,NULL
24511,3,"2015-07-30 04:53:08",499.99,dealership,2
10801,3,"2013-05-02 08:07:53",499.99,internet,NULL
41840,3,"2018-08-03 08:48:23",499.99,internet,NULL
35912,3,"2017-03-31 02:52:16",399.992,internet,NULL
10280,3,"2014-07-02 16:41:13",499.99,internet,NULL
11140,3,"2015-08-08 00:26:53",449.99100000000004,dealership,16
24147,8,"2018-01-31 05:36:59",699.99,internet,NULL
3060,3,"2015-09-27 06:14:09",499.99,internet,NULL
19275,7,"2016-11-28 13:18:32",539.991,internet,NULL
17133,3,"2018-09-10 15:08:59",499.99,dealership,10
3186,3,"2018-02-23 13:27:02",449.99100000000004,dealership,7
6717,8,"2017-05-23 01:54:36",699.99,dealership,5
19441,3,"2013-11-30 15:54:11",499.99,internet,NULL
13958,8,"2017-08-02 16:29:12",699.99,internet,NULL
47717,3,"2014-10-06 21:20:32",499.99,internet,NULL
14720,4,"2017-05-29 00:48:24",115000,internet,NULL
49068,3,"2018-06-06 04:52:50",449.99100000000004,internet,NULL
1391,3,"2013-08-13 13:06:18",499.99,internet,NULL
21132,8,"2019-02-09 13:33:03",559.9920000000001,internet,NULL
3106,7,"2017-11-03 14:51:13",479.992,dealership,19
27075,3,"2017-02-10 17:56:58",499.99,internet,NULL
26192,3,"2018-03-29 03:03:41",449.99100000000004,dealership,1
46060,3,"2017-10-22 17:46:55",499.99,dealership,10
11584,7,"2016-10-25 19:31:24",539.991,dealership,2
31702,8,"2017-10-25 18:13:23",699.99,internet,NULL
9578,3,"2017-04-25 04:57:37",449.99100000000004,internet,NULL
46724,3,"2016-01-28 08:10:42",499.99,dealership,12
47565,3,"2017-06-30 11:30:45",399.992,internet,NULL
7591,3,"2015-03-26 06:13:18",499.99,internet,NULL
34308,7,"2018-06-22 18:26:37",599.99,internet,NULL
27346,7,"2019-01-17 07:48:11",479.992,internet,NULL
28817,8,"2017-06-20 06:11:34",629.991,internet,NULL
18120,7,"2019-01-02 11:32:05",599.99,dealership,1
47670,12,"2019-04-26 20:48:22",349.99,dealership,7
31039,7,"2018-11-04 06:08:24",599.99,internet,NULL
8787,8,"2018-05-04 21:38:06",699.99,dealership,7
36640,3,"2017-06-23 23:22:39",499.99,internet,NULL
859,8,"2018-08-25 06:15:22",699.99,dealership,18
43946,3,"2014-04-09 01:04:13",399.992,internet,NULL
39408,8,"2019-05-17 02:56:10",699.99,dealership,9
13436,7,"2018-10-28 03:03:05",599.99,dealership,11
9262,7,"2018-10-16 10:51:47",539.991,dealership,17
19402,3,"2015-02-06 23:19:43",449.99100000000004,internet,NULL
7822,7,"2018-06-14 07:23:06",599.99,internet,NULL
40428,7,"2018-02-16 08:46:21",479.992,dealership,6
14839,3,"2016-11-24 04:37:03",499.99,internet,NULL
18842,3,"2017-08-05 13:58:21",449.99100000000004,internet,NULL
10354,8,"2018-07-26 10:32:56",699.99,dealership,14
11348,8,"2017-10-27 22:46:57",699.99,dealership,19
35201,7,"2019-05-13 17:39:39",479.992,internet,NULL
24288,3,"2016-07-16 22:27:07",499.99,internet,NULL
15744,3,"2014-08-27 18:50:50",499.99,dealership,7
40216,3,"2017-06-06 17:52:30",499.99,dealership,10
39909,3,"2017-04-20 13:20:41",399.992,internet,NULL
48142,8,"2017-11-30 13:14:18",699.99,dealership,5
18670,7,"2018-04-22 05:47:05",479.992,internet,NULL
15059,3,"2014-01-13 22:42:03",499.99,internet,NULL
13008,3,"2016-07-19 11:42:04",499.99,dealership,16
15138,3,"2014-09-19 00:56:03",499.99,dealership,3
4424,7,"2017-06-27 19:13:37",599.99,internet,NULL
9962,8,"2017-11-10 08:02:32",699.99,dealership,1
19160,3,"2015-09-07 16:52:33",499.99,internet,NULL
29622,8,"2017-03-18 10:40:03",629.991,internet,NULL
24809,3,"2016-03-09 04:23:29",399.992,internet,NULL
37320,3,"2017-03-15 03:36:10",499.99,dealership,9
11832,3,"2017-09-09 13:09:37",399.992,dealership,1
42966,8,"2017-10-02 08:52:55",629.991,internet,NULL
40811,3,"2016-09-05 08:48:52",499.99,dealership,2
9287,3,"2018-06-04 16:54:02",499.99,internet,NULL
36423,7,"2017-04-01 12:11:17",599.99,dealership,1
43385,7,"2017-03-13 17:00:19",539.991,internet,NULL
31740,7,"2019-03-30 22:43:19",599.99,dealership,16
42820,7,"2017-07-03 07:07:53",599.99,internet,NULL
29494,3,"2015-04-26 22:04:49",449.99100000000004,internet,NULL
30355,3,"2017-03-23 17:55:35",499.99,dealership,19
43458,8,"2017-08-13 12:33:15",699.99,dealership,18
27028,7,"2017-04-23 11:17:18",539.991,dealership,20
14964,8,"2018-09-08 02:45:06",699.99,dealership,11
10557,3,"2015-05-02 13:51:19",399.992,dealership,9
21299,8,"2018-09-17 00:23:12",699.99,dealership,12
6852,3,"2016-05-26 10:09:32",399.992,dealership,11
9065,3,"2017-04-29 13:21:55",499.99,internet,NULL
19918,7,"2017-02-05 10:42:58",599.99,dealership,9
16491,3,"2016-06-30 10:14:45",499.99,dealership,20
6110,8,"2017-09-07 17:29:09",699.99,internet,NULL
21103,3,"2016-10-22 04:20:54",499.99,internet,NULL
24708,8,"2017-03-24 05:35:27",699.99,internet,NULL
25025,8,"2017-08-14 01:12:30",559.9920000000001,dealership,15
21325,12,"2019-05-23 17:24:57",349.99,internet,NULL
25430,7,"2016-12-20 14:34:49",599.99,internet,NULL
49487,3,"2016-01-18 22:37:13",499.99,dealership,11
46122,7,"2018-10-22 09:26:12",599.99,dealership,8
23031,3,"2016-10-11 05:38:41",449.99100000000004,dealership,10
3049,8,"2018-03-08 20:20:50",699.99,dealership,2
817,8,"2018-07-26 14:23:56",559.9920000000001,dealership,9
21588,3,"2014-02-14 16:16:46",499.99,internet,NULL
26897,3,"2016-11-04 17:41:22",399.992,dealership,2
663,7,"2017-12-14 13:40:40",599.99,dealership,18
41894,3,"2015-06-24 01:09:50",499.99,dealership,18
32876,7,"2017-12-05 11:19:49",539.991,internet,NULL
23133,7,"2017-04-07 02:59:42",599.99,dealership,18
29149,8,"2017-03-08 11:18:27",629.991,dealership,3
2609,12,"2019-04-28 02:37:05",349.99,dealership,2
30713,4,"2015-11-20 07:08:35",115000,internet,NULL
37962,8,"2017-05-13 09:31:44",699.99,dealership,11
17854,3,"2016-07-17 09:18:01",399.992,dealership,5
32312,3,"2015-08-25 06:46:21",449.99100000000004,internet,NULL
41188,3,"2016-04-18 10:22:33",499.99,dealership,17
23023,7,"2018-07-10 03:18:25",539.991,dealership,19
11076,7,"2018-06-09 07:50:15",479.992,dealership,11
16197,3,"2018-09-14 04:52:31",499.99,dealership,7
28150,3,"2015-10-17 09:33:48",399.992,internet,NULL
10827,8,"2019-05-11 13:47:01",699.99,dealership,5
38062,7,"2017-12-24 03:15:29",599.99,internet,NULL
26693,7,"2018-01-29 20:19:41",599.99,dealership,7
19752,7,"2019-02-06 21:24:11",539.991,dealership,11
47688,8,"2018-06-20 18:01:07",699.99,dealership,19
26409,3,"2017-04-10 19:17:49",449.99100000000004,dealership,4
15615,3,"2015-05-30 06:35:11",499.99,internet,NULL
13415,3,"2014-10-01 02:27:30",499.99,internet,NULL
45,3,"2017-08-08 08:56:05",499.99,dealership,3
12803,8,"2017-09-07 05:01:05",629.991,internet,NULL
8849,7,"2018-03-30 11:59:18",599.99,internet,NULL
17049,7,"2016-10-13 04:57:15",599.99,dealership,5
26875,3,"2013-11-08 06:47:16",499.99,internet,NULL
38307,7,"2017-07-19 10:14:28",539.991,dealership,1
9895,3,"2016-04-01 00:59:46",499.99,internet,NULL
34696,12,"2019-03-18 06:45:11",314.99100000000004,internet,NULL
24737,7,"2018-07-30 21:30:15",599.99,internet,NULL
9623,3,"2016-06-29 15:57:51",449.99100000000004,dealership,7
46951,7,"2017-02-27 20:46:16",599.99,dealership,5
21193,3,"2014-08-11 23:56:01",399.992,internet,NULL
12058,4,"2015-08-27 04:24:39",115000,internet,NULL
25146,3,"2015-10-06 09:35:13",499.99,internet,NULL
28778,3,"2013-07-28 16:36:58",499.99,internet,NULL
43532,4,"2016-09-27 01:08:50",92000,dealership,3
15992,3,"2017-04-02 09:54:52",499.99,internet,NULL
23775,7,"2017-07-11 05:25:37",599.99,dealership,13
18295,3,"2016-10-01 06:18:49",449.99100000000004,internet,NULL
13070,8,"2018-06-07 15:31:59",559.9920000000001,dealership,14
48818,12,"2019-02-25 04:56:20",349.99,dealership,9
10725,8,"2017-10-02 22:18:53",699.99,dealership,7
22639,7,"2017-11-04 09:58:39",599.99,internet,NULL
17559,3,"2017-02-17 16:02:22",499.99,internet,NULL
48030,3,"2014-09-13 04:52:32",499.99,internet,NULL
13019,3,"2014-12-06 22:38:15",449.99100000000004,internet,NULL
28737,3,"2018-03-13 19:08:02",449.99100000000004,internet,NULL
3089,3,"2017-08-17 14:55:00",499.99,internet,NULL
28664,7,"2017-04-23 05:16:52",599.99,internet,NULL
25801,7,"2017-05-31 14:47:13",479.992,internet,NULL
15470,3,"2015-08-19 02:31:52",449.99100000000004,dealership,10
4968,3,"2017-08-23 12:10:55",499.99,internet,NULL
4383,7,"2017-10-31 12:20:08",539.991,internet,NULL
8947,3,"2015-07-07 17:01:17",399.992,internet,NULL
29765,8,"2018-05-03 16:30:14",699.99,internet,NULL
18831,7,"2019-05-09 18:46:10",539.991,dealership,1
15593,8,"2017-02-23 10:12:40",699.99,internet,NULL
6684,7,"2017-07-03 15:15:39",599.99,dealership,9
21898,7,"2017-01-17 04:08:40",599.99,dealership,7
28042,3,"2016-05-11 20:02:02",499.99,internet,NULL
30034,8,"2017-04-05 22:24:17",699.99,internet,NULL
13438,3,"2017-02-28 13:09:21",499.99,internet,NULL
41325,8,"2018-12-02 07:18:04",699.99,dealership,7
10967,7,"2016-10-18 08:29:01",599.99,internet,NULL
23376,7,"2019-04-14 06:16:40",599.99,dealership,4
30411,3,"2018-12-24 10:43:58",499.99,dealership,5
34994,3,"2016-09-18 08:33:00",499.99,internet,NULL
45774,3,"2016-05-29 02:14:39",449.99100000000004,dealership,11
48557,7,"2019-05-18 11:50:37",599.99,internet,NULL
21922,12,"2019-05-15 07:34:13",349.99,dealership,18
11039,8,"2017-10-24 01:42:57",699.99,dealership,2
38129,7,"2017-09-29 05:00:18",599.99,internet,NULL
21656,7,"2018-03-28 19:59:07",599.99,internet,NULL
13562,7,"2017-08-03 16:52:46",479.992,internet,NULL
44438,3,"2018-02-16 04:15:10",499.99,dealership,3
29489,3,"2018-10-15 15:50:33",499.99,internet,NULL
11015,8,"2017-07-31 08:26:38",699.99,dealership,1
7146,7,"2018-05-23 03:31:51",479.992,dealership,18
21473,7,"2018-12-05 20:41:37",599.99,internet,NULL
29969,7,"2017-07-27 21:19:22",599.99,dealership,12
23750,8,"2019-01-14 21:48:53",699.99,dealership,4
13486,3,"2015-05-09 04:23:03",449.99100000000004,internet,NULL
37842,7,"2016-11-27 22:35:59",599.99,dealership,7
27436,3,"2014-09-30 18:49:40",499.99,internet,NULL
34474,7,"2018-06-03 01:04:54",599.99,dealership,18
21044,7,"2017-06-05 20:54:24",599.99,internet,NULL
4197,7,"2018-07-03 10:07:42",479.992,dealership,10
37897,7,"2017-07-13 00:18:12",539.991,dealership,7
569,8,"2017-12-19 19:07:36",629.991,dealership,10
16777,3,"2016-08-19 03:20:25",499.99,internet,NULL
39167,8,"2018-12-06 18:37:09",699.99,dealership,7
41619,3,"2014-01-27 07:34:14",499.99,internet,NULL
3088,7,"2018-08-13 23:12:38",599.99,dealership,16
25610,8,"2018-12-19 19:13:00",699.99,dealership,2
36732,3,"2013-10-23 10:30:57",499.99,internet,NULL
34551,3,"2018-08-28 07:38:54",499.99,internet,NULL
41940,12,"2019-05-24 03:37:57",349.99,dealership,12
40110,3,"2017-11-21 23:41:29",499.99,dealership,1
31291,3,"2015-09-01 14:44:36",499.99,internet,NULL
48501,8,"2018-10-28 11:30:02",699.99,dealership,1
6979,3,"2016-06-09 20:20:00",499.99,dealership,11
12660,3,"2014-05-27 22:46:42",499.99,internet,NULL
32126,3,"2014-05-31 17:50:11",499.99,internet,NULL
21834,8,"2019-05-02 22:49:35",699.99,dealership,19
15140,3,"2017-08-04 21:02:46",499.99,dealership,10
21602,7,"2017-11-01 03:17:31",539.991,dealership,1
22362,7,"2019-01-22 03:52:12",599.99,internet,NULL
7262,3,"2016-10-19 22:54:52",449.99100000000004,internet,NULL
43713,3,"2014-04-22 02:26:41",499.99,internet,NULL
33015,12,"2019-02-17 06:37:47",349.99,internet,NULL
581,3,"2014-06-09 21:39:53",499.99,internet,NULL
40089,3,"2017-10-15 10:39:20",499.99,internet,NULL
16684,7,"2018-07-20 05:00:58",599.99,internet,NULL
31588,4,"2018-02-17 13:10:27",103500,internet,NULL
36953,8,"2019-01-11 08:27:52",629.991,internet,NULL
10690,3,"2015-03-01 19:38:06",499.99,internet,NULL
15743,3,"2017-09-14 10:18:24",449.99100000000004,internet,NULL
45175,7,"2017-01-13 19:29:03",599.99,dealership,7
15017,7,"2019-05-28 13:08:40",539.991,internet,NULL
24412,8,"2019-04-23 09:43:57",629.991,dealership,15
45779,3,"2018-12-17 04:53:41",499.99,internet,NULL
12864,3,"2017-06-25 17:36:05",499.99,dealership,8
24008,3,"2015-10-06 13:47:14",499.99,internet,NULL
40958,3,"2016-12-25 04:49:23",499.99,internet,NULL
43009,3,"2017-10-05 18:00:30",499.99,dealership,10
40716,4,"2015-01-08 11:42:19",115000,internet,NULL
33480,7,"2018-05-06 06:13:45",539.991,dealership,1
8203,3,"2015-06-19 12:44:46",499.99,internet,NULL
35548,3,"2017-10-21 04:56:31",499.99,dealership,10
47614,3,"2016-11-23 21:21:10",499.99,internet,NULL
41466,8,"2017-08-25 20:37:10",699.99,dealership,10
17365,4,"2016-09-07 03:12:42",103500,dealership,10
5114,3,"2017-02-14 07:27:21",499.99,internet,NULL
44334,3,"2013-07-03 01:04:09",499.99,internet,NULL
29057,7,"2017-05-20 10:59:23",539.991,internet,NULL
44550,8,"2017-05-04 19:41:00",699.99,internet,NULL
40475,3,"2016-06-04 05:42:45",499.99,dealership,2
5553,3,"2016-06-08 01:07:30",499.99,internet,NULL
16468,3,"2015-04-04 20:50:55",449.99100000000004,dealership,1
44158,3,"2017-10-07 08:25:27",449.99100000000004,dealership,19
14831,8,"2018-09-10 14:48:22",699.99,dealership,10
26213,7,"2016-12-31 15:53:03",479.992,internet,NULL
12191,3,"2015-06-25 17:27:52",499.99,internet,NULL
10929,8,"2018-12-12 18:56:07",699.99,dealership,7
17675,7,"2017-07-17 01:43:01",599.99,internet,NULL
48351,3,"2015-05-01 06:14:13",499.99,internet,NULL
459,7,"2018-06-29 18:59:22",599.99,internet,NULL
41650,7,"2017-04-21 10:30:14",599.99,dealership,2
23013,7,"2019-03-08 08:14:19",599.99,dealership,1
3562,3,"2018-07-21 01:57:04",499.99,dealership,11
24912,7,"2018-08-16 08:26:26",539.991,internet,NULL
